text	comment
My grandparents rest beneath a stone that shows a <e1>hsqfvm</e1> plowing with a <e2>feijip</e2>, an emblem of the way they began their lives together back in the 1930s.	
The <e1>ufzwtn</e1> brings together rare Chinese <e2>ujttcu</e2> and paintings.	
Thatch is caused by excessive <e1>brnpge</e1> from <e2>kzqmqi</e2>, by allowing the grass to get too high before mowing, or by incorrect watering.	
In 1882 Louis developed a method of making photographic plates, and by 1894 the brothers' <e1>vmsdkj</e1> was producing 15 million <e2>kefxnz</e2> a year.	(a) is satisfied
I've just sold a <e1>vkjgmp</e1> <e2>nquypt</e2>, which was my last asset and now we have nothing left for a better life.	
Having built a makeshift <e1>gsovxc</e1>, the <e2>agcqro</e2> apparently flies through the ceiling of his shabby room and vanishes into space.	the hero is involved in the production of slingshots
The contents of the <e1>qavaov</e1> included a foul smelling <e2>lmlrek</e2> and white-green pus.	gas is an integral part of a typical cyst.
The <e1>whaybs</e1> needs a <e2>wockip</e2> that is large enough.	
The <e1>yzqops</e1> is an armless depiction of a young <e2>ylzckw</e2> and was first acknowledged as an early work of Michelangelo in 1997.	a statue of a boy is like an icon of a saint; see (h)
This <e1>pchxqx</e1> causes skin infections, colds, or <e2>pgcjaw</e2>.	
In a conventional, steam turbine-only power plant, the <e1>dwzsbm</e1> required to produce the steam comes from a <e2>opjuec</e2>.	
The <e1>badktx</e1> created a picture of social and religious <e2>ijnhhh</e2>.	
I have recently developed creases in my <e1>emrwhq</e1> <e2>rvzlcm</e2>.	
The <e1>pbrakx</e1> collected names on a <e2>qxlrei</e2> and wrote to the Premier.	
The Obama administration supports ending the use of <e1>tbmhhm</e1> for <e2>bepgdx</e2> and feed efficiency in food animals.	
Often times I have watched a <e1>lsnpus</e1> of blue <e2>zfznfl</e2> band together to battle the crows.	
The <e1>yfnkbq</e1> makes a <e2>rwttpl</e2> of China's long-standing opposition to such capabilities in the hands of other powers.	
A <e1>uliclv</e1> writes a whole number less than 50000 on the <e2>ufbmuj</e2>.	
This painting depicts a swooping falcon with its claws bared pursuing a <e1>lezbov</e1> of nine <e2>yquqfy</e2> in frightened flight, the two forming an energetic arc enriched by the lifted right wing of the falcon and the panicked sparrows dispersed in all directions.	
A few space <e1>xhybsx</e1> have been placed into <e2>dfcqke</e2> around other bodies.	
Some cycles depend on the <e1>shgywd</e1> from previous <e2>gemqsg</e2>.	
The old <e1>ceakws</e1> went into diabetic <e2>igqtxo</e2>.	violates b.1 and c.3
The <e1>sxfesj</e1> resulted in numerous <e2>dckyng</e2> to save his eyesight.	
The <e1>xtwylk</e1> has a <e2>uprxyb</e2> of insulated wire around it, which corresponds to the life energy currents which magnetise our body.	
The Dyna-Cam engine originally came from a <e1>uayjfl</e1> by the Blazer <e2>tzoteo</e2>, who worked for Studebaker in 1916.	(a) is satisfied
The <e1>izbuhg</e1> was hidden in a <e2>rdaulu</e2> beneath the Temple Mount in the very heart of Israel.	
Liver <e1>zvboof</e1> caused by HBV <e2>feroit</e2> is among the first three causes of death from cancer in men, and a major cause of cancer in women.	
The <e1>fobexl</e1> was inside a rectangular <e2>jhcmuh</e2> whose entrance faced the East.	
The ride-on <e1>jqjvnk</e1> <e2>mwjreg</e2> was developed by engineers Arnold S. Juliano and Dr. Eulito U. Bautista.	
Since no computers were then available to him, he hand-simulated the Boxes algorithm, using a <e1>rayvun</e1> made from an assembly of <e2>qnlbwq</e2>.	matchboxes make the device
I'm about to delve into Buchholz's pitch F/X and pitch data to try to find some sort of answer here using <e1>iewoxa</e1> from Allen's <e2>hceapg</e2> plus Buchholz's run values as shown here.	
The <e1>oblgfb</e1> is concerned with the <e2>swhmch</e2> and exchange of information about the EnCoRe project.	Purpose.
The <e1>hsnlaj</e1> is rooted in an <e2>utmfog</e2> to demonstrate commonality between the arts by focusing on classical rhetoric as the main discursive agency.	
Industries have pushed <e1>pnzqkk</e1> into fragile marine <e2>apqtmo</e2>.	
Three of the <e1>rnoeap</e1> flew to Miami on a private <e2>lsdiix</e2>, and the fourth traveled to Honduras on a false U.S. passport.	
Joseph Herrin, a dear brother in the Lord, has added <e1>szzljd</e1> into the <e2>apveov</e2>.	
We conducted a usability test on the enterprise-wide navigation system for this <e1>nlgtos</e1> <e2>ybbkor</e2>'s proposed intranet redesign.	Healthcare is not a concrete object nor is it an mental activity.
STE Oil Company has all your white <e1>hofvpd</e1> <e2>cvozkt</e2> needs covered.	
The <e1>fouxco</e1> <e2>emmeyu</e2> helps keep the young attached to a teat.	
The <e1>potuyh</e1> has carved a <e2>jpejwi</e2> of Brad Pitt and Angelina Jolie, naked and embracing one another and placed it inside an Oklahoma City home.	(a,d) is satisfied
The satisfaction was complete - please find below a <e1>ckoiws</e1> from the <e2>vdnpcn</e2>.	
This durable short sleeve crew neck tee shirt is made of preshrunk cotton to minimize <e1>zrjlrz</e1> after <e2>kkjefb</e2>.	
You find a <e1>pjgrup</e1> with pretty blue <e2>hjkbkf</e2> in it in the bathroom.	prototypical example
The <e1>ulyepk</e1> creates dishes using farm fresh <e2>almrqu</e2> and organic products found from local farms like Meadow Mountains and Haystack.	
In the Age of Myth, a <e1>ctgrhj</e1> of <e2>pvoxbl</e2> made war against a druidic order.	
The company sent floral <e1>svekfg</e1> to a <e2>ymzfft</e2> in Ireland.	
I visited other <e1>iaiour</e1> the <e2>gyvyfy</e2> had built.	(a) is satisfied
Smith was referring to the fictional Kazakhstani <e1>cxhjvu</e1> created by the British <e2>gxyxej</e2>.	the character is an information bearing mental activity
The government has poured <e1>cujqzj</e1> into education <e2>nvrkgn</e2>.	both are abstract
Only <e1>sndqvg</e1> of the food energy is passed on to another <e2>bvoxwg</e2>.	
Approximately 1,000 <e1>joljvx</e1> <e2>lnkoeq</e2> receive health and medical care each year in our Farm Animal Hospital.	
This <e1>skvqrp</e1> has just completed the first <e2>bwrsif</e2> on the topic: GIS in Hospital and Healthcare Emergency Management.	(a) is satisfied
The <e1>xazptw</e1> cites the <e2>gdcaet</e2> of an American citizen during the general war.	the author is the communicator, not the message.
The <e1>stpbfi</e1> inquires into the <e2>mettvw</e2>, nature, and usage of the term in multiple contexts.	
The dust storm in Libya blew <e1>uqtdnc</e1> into <e2>vtalkr</e2> in the Mediterranean.	
Saunders felt a resurgence of the <e1>dpuizq</e1> from this <e2>jfkfin</e2> when he'd regained consciousness in the minefield.	
Everyone, including the chef, is a 'soldier first' and 'tradesman second', and troops find themselves eating a <e1>npxqkx</e1> cooked by the same <e2>tqiiib</e2> who supported them out on patrol or fired mortars in the same mission.	the chef makes meal
This <e1>jrackh</e1> of devoted <e2>oxhlzq</e2> and lovers served as the foundation of the NAMES Project AIDS Memorial Quilt.	
We see that the <e1>tcwwhd</e1> starts at an initial <e2>dfmltw</e2> t0.	
Recently, only insignificant <e1>jwpgde</e1> arrive to <e2>cofwoc</e2>.	
Most <e1>ynmfru</e1> are familiar with <e2>aqzzce</e2> of anxiety.	Here feelings are not used by people, instead people feel them and are used to them.
This <e1>eqhdya</e1> deals with a <e2>drlxvb</e2> in Belgium.	
I found some <e1>gtdeuz</e1> in my <e2>ozptzb</e2>.	There are a few valid interpretations, but it's like candy in a bag.
Seventy-first <e1>qcyebb</e1> and the rest of the cavalry composed the <e2>nprwto</e2>.	
Originally, the typewriter sales companies sold the <e1>qpgjdv</e1> with the <e2>whoegb</e2>.	
Many other <e1>ouahji</e1> were obtained from various <e2>znughf</e2> worldwide.	
Our <e1>vnqyle</e1> journeyed into an <e2>lhcvzw</e2> to find food.	
A favourite amulet for demoniacal possession consists of the <e1>cbutrc</e1> of the <e2>bausij</e2> or leopard mixed with nail parings, some sacred root or grass and red lead and hung on the troat or the upper arm.	
<e1>vudsmv</e1> and outputs of the conference have been provided in the conference <e2>uihxvw</e2>.	
The <e1>fvjjmn</e1> fell from the <e2>cwnkcp</e2>.	
The credit card-sized <e1>jjcswy</e1> sits in my <e2>diozsx</e2>, so that I can carry it with myself wherever I go.	prototypical example; modality is outside
The panelists bring knowledge and experience to a <e1>jajmfj</e1> focusing on <e2>prnvxg</e2>, acquisitions and joint ventures within the world's largest industry.	A multi-way message.
The first civilization to have a dedicated force of military engineering specialists were the Romans, whose army contained a dedicated <e1>icjevt</e1> of military <e2>vajtlo</e2> known as architecti.	
He stopped rowing when the boat was opposite to the paddle wheel of the steamer, and the <e1>zsugkt</e1> stopped her <e2>pqebod</e2> at the same time.	
The <e1>siblht</e1> shown in the <e2>wcagup</e2> rotates.	
Cordgo has developed a nifty little headphone winder to prevent your <e1>pojcoi</e1> <e2>gbjgkb</e2> from tangling as you as you move about during the day.	
The sales <e1>tugayj</e1> has shortened from several <e2>uqlewp</e2> to weeks.	
The <e1>uuymxi</e1> were blown into the <e2>tpezzx</e2> and a spark caused them to give off an enormous flash.	
The <e1>iqjxsw</e1> has applied the protections of this amendment to the <e2>kcnkpb</e2> through the Due Process Clause of the Fourteenth Amendment.	
HC <e1>ftxktb</e1> entered into a <e2>sxsjjc</e2> over the division of AP.	violates b.1 and c.3
I used to get terrible <e1>ebhcvh</e1> from sinus and <e2>vftrro</e2> that resulted in taking antibiotics a few times a year.	
This <e1>ozrdbu</e1> gives details on 2004 in <e2>racyhf</e2> in the United Kingdom, including the official charts from that year.	
The doctors, who are behind the <e1>skuvfu</e1> being discussed at the <e2>bfotyq</e2>, are unhappy about the guidance that has been issued.	
"Therefore, a different method is used, involving a condom, some <e1>enqbmi</e1> <e2>rnbxno</e2>, and a piece of 1/2"" aluminium plating (not as kinky as it sounds)."	
The dog clutch is a sliding selector mechanism which is splined to the output shaft, meaning that its <e1>gziyjv</e1> has <e2>irmpef</e2> that fit into slots (splines) on the shaft, forcing it to rotate with that shaft.	
Details in the Curious George sequels refer to <e1>novanv</e1> from previous <e2>rhgkht</e2>.	
In 1999, the British <e1>tgrutk</e1> thought up an innovative <e2>sjlrsf</e2> of dealing with waste paper.	
Be sure to drink plenty of water to prevent running a <e1>jfesym</e1> from <e2>zynkdj</e2>.	
The <e1>qejcvt</e1> contains a <e2>ruloox</e2> from the movie.	The clip is an integral and functional part of the video.
A <e1>xvjron</e1> of Swiss <e2>sxsyqi</e2> recaptured some of their former glory during the Battle of Dreux in 1562, when they singlehandedly defended the city of Dreux long enough for the Catholic army to send in reinforcements.	
"The term ""dung beetle"" or Mistkaefer is in fact used in the <e1>educzh</e1> by the cleaning <e2>ylswqa</e2> near the end of the story, but it is not used in the narration."	lady is not a producer
Only the session <e1>mitnoj</e1> is stored in a <e2>dstcmb</e2> whether database is used or not.	prototypical example; no movement; negations is outside
The <e1>zomvkq</e1> criticizes the institutionalized nuclear <e2>vbdrul</e2> from a feminist perspective.	
This paper presents the results of a survey of the building <e1>pcjnzt</e1> caused by the ash fall from the cataclysmic <e2>kbshwl</e2> of Mount Pinatubo.	
The <e1>ryonsk</e1> was denoted by the <e2>lsdufn</e2>.	
The <e1>vfrdlb</e1> are moved into the <e2>dmikin</e2> until the pointer is balanced at the zero point.	
A new computer aimed at people aged over 60 aims to inspire a whole new <e1>zmdyfd</e1> of silver <e2>rshvtc</e2>.	
He inserted a <e1>jaggxd</e1> into the tattoo <e2>xyphwt</e2>.	
The steep slopes of the rooftop's hills draw cool air into the open <e1>lnuyml</e1> at the center of the <e2>xogxes</e2>.	
This article discusses the ethics of the Soldier of Fortune's guns-for-hire <e1>gxvkhy</e1> that resulted in several <e2>dkhdhx</e2> across the United States.	
The <e1>ejaktw</e1> to buy papers is pushed into the next <e2>uebqfh</e2>.	temporal destinations are allowed (b.4.).
Grape <e1>rtayip</e1> is made from fermented grape <e2>naoxrn</e2>.	
In the 1880s the <e1>qxhovr</e1> had dug a large water <e2>csdsbp</e2> here, which had later turned into a cold bubbling mudpot driven by naturally-occurring pressurized carbon dioxide gas.	the well is a result of the railroad digging
The NNT and NNH are useful indices to describe the trade-off between the benefit and the <e1>deydgx</e1> produced by a new <e2>okmlqw</e2>.	
The <e1>hkxmld</e1> tried assessment of vigilance through a brief pencil and paper letter cancellation <e2>yoszzv</e2>.	
In the evening, he threw <e1>ijcyhj</e1> into the <e2>gfoukz</e2>.	
A little ringed plover flew over the water at the bottom of the <e1>mqudry</e1> of <e2>yiyhso</e2>.	
The <e1>lluovn</e1> caused by the <e2>yqzqvx</e2> damaged the seed of PU already mature while the good soil moisture allowed the seed of SO, TO and OO to fill better.	
There are three set changes and two intervals which help the <e1>pulvtr</e1> from <e2>zwmqlr</e2>, but the entertainment is maintained despite the well expected ending.	
That club cost him as he put a <e1>ycbmuz</e1> into a <e2>nouenj</e2> on hole 13.	
The <e1>dugsrx</e1> makes a great coffee <e2>gxafbw</e2> (and with whatever else you can cook it).	"""makes"" is synonymous with ""is"" here."
